"j","k","method","ISE_MC"
5,7,"GM",0.0245944532059377
5,7,"NW",0.0190172922172405
5,7,"LL",0.00499306784795492
5,10,"GM",0.00576457869984496
5,10,"NW",0.00535870162789684
5,10,"LL",0.00328128275714383
5,14,"GM",0.00526283315052617
5,14,"NW",0.00454551345964049
5,14,"LL",0.00300914753434018
6,7,"GM",0.0065256690848179
6,7,"NW",0.00594862670672034
6,7,"LL",0.00198595000507189
6,10,"GM",0.00530228314804968
6,10,"NW",0.0049861685714896
6,10,"LL",0.00162815793390064
6,14,"GM",0.0106554835391852
6,14,"NW",0.00412814923456867
6,14,"LL",0.00209405502843832
1,7,"GM",0.0115545485795053
1,7,"NW",0.00407098403109801
1,7,"LL",0.00245505337635345
1,10,"GM",0.00152629250313454
1,10,"NW",0.00201608285510004
1,10,"LL",0.000621788433255582
1,14,"GM",0.00178910961495182
1,14,"NW",0.00155772212298835
1,14,"LL",0.00128916385645811
2,7,"GM",0.0019600656342563
2,7,"NW",0.00177901515368526
2,7,"LL",0.00118950432422713
2,10,"GM",0.0040279030905039
2,10,"NW",0.00432596462872665
2,10,"LL",0.0019402419255608
2,14,"GM",0.00200913415615091
2,14,"NW",0.00242261135368228
2,14,"LL",0.000789787301500754
3,7,"GM",0.0341289016387077
3,7,"NW",0.00287738776735922
3,7,"LL",0.00187140590854142
3,10,"GM",0.00336823962060029
3,10,"NW",0.00243683490020213
3,10,"LL",0.00285562558037731
3,14,"GM",0.00281544338007497
3,14,"NW",0.00205007574289538
3,14,"LL",0.00186246352580625
4,7,"GM",0.00621859205213903
4,7,"NW",0.0197063829110845
4,7,"LL",0.00204258246987843
4,10,"GM",0.00277126939140196
4,10,"NW",0.00269158263342961
4,10,"LL",0.0023968807256415
4,14,"GM",0.00314765667805104
4,14,"NW",0.00306322712414544
4,14,"LL",0.00130341833330718
5,7,"GM",0.00491928948579681
5,7,"NW",0.00461272377154291
5,7,"LL",0.00382076254995718
5,10,"GM",0.00369044540118996
5,10,"NW",0.00351330726764788
5,10,"LL",0.0044518731573697
5,14,"GM",0.00634935204164013
5,14,"NW",0.00740471320025139
5,14,"LL",0.0046896209332536
6,7,"GM",0.010774543399297
6,7,"NW",0.00705092153823682
6,7,"LL",0.000933637326128943
6,10,"GM",0.00588141922056994
6,10,"NW",0.00550881182650972
6,10,"LL",0.0018764290260175
6,14,"GM",0.00661512293219367
6,14,"NW",0.00535792729195138
6,14,"LL",0.00176742974477664
1,7,"GM",0.00156751894972699
1,7,"NW",0.00173944327681402
1,7,"LL",0.000565061574064936
1,10,"GM",0.000776568950419041
